Column,Trip Start,Trip End,# of Days,Trip Year,Year but text,Traveler,Member,Party,State / District,Destination,Destination Cleaned,Country Cleaned,Country Cleaner,Count,Column,Column2,Filing Type,Israel?,Palestine?
0,8/5/13,8/12/13,7,2013,2013,Kristi L. Noem,Kristi Noem,R,SD-1,"Southampton, Bermuda",Southampton, Bermuda, Bermuda,3,,,Original,0,0
2,8/4/13,8/12/13,8,2013,2013,Mark Pocan,Mark Pocan,D,WI-2,"Hamilton, Bermuda",Hamilton, Bermuda, Bermuda,3,,,Original,0,0
4,8/3/13,8/12/13,9,2013,2013,Gene Green,Gene Green,D,TX-29,"Hamilton, Bermuda",Hamilton, Bermuda, Bermuda,3,,,Original,0,0
33,2/18/17,2/27/17,9,2017,2017,Jim Cooper,Jim Cooper,D,TN-5,Bermuda,Bermuda,Bermuda, Bermuda,3,,,Original,0,0
28,4/25/11,5/1/11,6,2011,2011,Matthew P. Satterley,Connie Mack,R,FL-14,"Sucre, Bolivia -",Sucre, Bolivia -, Bolivia,3,,,Original,0,0
42,4/25/11,5/1/11,6,2011,2011,Jason Powers,John W. Olver,D,MA-1,"La Paz, Bolivia -",La Paz, Bolivia -, Bolivia,3,,,Original,0,0
47,8/4/13,8/12/13,8,2013,2013,Keith Ellison,Keith Ellison,D,MN-5,"La Paz, Bolivia",La Paz, Bolivia, Bolivia,3,,,Original,0,0
49,8/4/13,8/12/13,8,2013,2013,Stephen Lassiter,Keith Ellison,D,MN-5,"La Paz, Bolivia",La Paz, Bolivia, Bolivia,3,,,Original,0,0
32,4/8/23,4/16/23,8,2023,2023,Jahana Hayes,Jahana Hayes,D,CT-5,"Maun, Botswana",Maun, Botswana, Botswana,3,,,Original,0,0
35,8/12/23,8/19/23,7,2023,2023,Pete Sessions,Pete Sessions,R,TX-17,"Maun, Botswana",Maun, Botswana, Botswana,3,,,Original,0,0
36,8/12/23,8/19/23,7,2023,2023,Donald Norcross,Donald W. Norcross,D,NJ-1,"Linyanti Reserve, Botswana",Linyanti Reserve, Botswana, Botswana,3,,,Original,0,0
37,8/7/23,8/19/23,12,2023,2023,Lloyd Doggett,Lloyd Doggett,D,TX-37,"Linyanti Reserve, Botswana",Linyanti Reserve, Botswana, Botswana,3,,,Original,0,0
38,8/12/23,8/19/23,7,2023,2023,John R. Curtis,John Curtis,R,UT-3,"Linyanti Reserve, Botswana",Linyanti Reserve, Botswana, Botswana,3,,,Original,0,0
39,8/12/23,8/19/23,7,2023,2023,Janice Schakowsky,Jan Schakowsky,D,IL-9,"Linyanti Reserve, Botswana",Linyanti Reserve, Botswana, Botswana,3,,,Original,0,0
40,8/11/23,8/19/23,8,2023,2023,Steven Horsford,Steven Horsford,D,NV-4,"Linyanti Reserve, Botswana",Linyanti Reserve, Botswana, Botswana,3,,,Original,0,0
41,8/12/23,8/19/23,7,2023,2023,Dina Titus,Dina Titus,D,NV-1,"Kasane, Botswana",Kasane, Botswana, Botswana,3,,,Original,0,0
42,8/12/23,8/19/23,7,2023,2023,Zoe Lofgren,Zoe Lofgren,D,CA-18,"Kasane, Botswana",Kasane, Botswana, Botswana,3,,,Original,0,0
43,8/12/23,8/19/23,7,2023,2023,Tracey Mann,Tracey Mann,R,KS-1,"Kasane, Botswana",Kasane, Botswana, Botswana,3,,,Original,0,0
44,8/12/23,8/19/23,7,2023,2023,Zoe Lofgren,Zoe Lofgren,D,CA-18,"Kasane, Botswana",Kasane, Botswana, Botswana,3,,,Original,0,0
45,8/12/23,8/19/23,7,2023,2023,James Baird,James Baird,R,IN-4,"Kasane, Botswana",Kasane, Botswana, Botswana,3,,,Original,0,0
46,8/12/23,8/19/23,7,2023,2023,Beth Van Duyne,Beth Van Duyne,R,TX-24,"Kasane, Botswana",Kasane, Botswana, Botswana,3,,,Original,0,0
47,8/12/23,8/19/23,7,2023,2023,James P. McGovern,Jim McGovern,D,MA-2,"Gaborone, Botswana",Gaborone, Botswana, Botswana,3,,,Original,0,0
48,8/13/23,8/19/23,6,2023,2023,John Garamendi,John Garamendi,D,CA-8,"Gaborone, Botswana",Gaborone, Botswana, Botswana,3,,,Original,0,0
18,8/12/23,8/21/23,9,2023,2023,Ami Bera,Ami Bera,D,CA-6,"Okavanga, Botswana",Okavanga, Botswana, Botswana,3,,,Original,0,0
14,8/12/23,8/22/23,10,2023,2023,Steve Cohen,Steve Cohen,D,TN-9,"Okavango, Botswana",Okavango, Botswana, Botswana,3,,,Original,0,0
6,8/12/23,8/23/23,11,2023,2023,Susan Wild,Susan Wild,D,PA-7,"Okavango, Botswana",Okavango, Botswana, Botswana,3,,,Original,0,0
29,4/16/15,4/19/15,3,2015,2015,Rob Bishop,Rob Bishop,R,UT-1,"Okavango, Botswana",Okavango, Botswana, Botswana,3,,,Original,0,0
34,5/13/10,5/13/10,0,2010,2010,Roger Blevins,Frank D. Lucas,R,OK-3,"Okavango, Botswana",Okavango, Botswana, Botswana,3,,,Original,0,0
10,4/22/11,5/1/11,9,2011,2011,Paul Mandelson,Mike Coffman,R,CO-6,"Okavango, Botswana",Okavango, Botswana, Botswana,3,,,Original,0,0
5,4/22/11,5/1/11,9,2011,2011,Jason Suslavich,Don Young,R,AK-1,"Abu Concession, Botswana",Abu Concession, Botswana, Botswana,3,,,Original,0,0
6,4/6/12,4/15/12,9,2012,2012,Rachel Kelly,Jim Himes,D,CT-4,"Abu Concession, Botswana",Abu Concession, Botswana, Botswana,3,,,Original,0,0
27,6/8/12,6/17/12,9,2012,2012,William Anderson,David Scott,D,GA-13,"Abu Concession, Botswana",Abu Concession, Botswana, Botswana,3,,,Original,0,0
32,6/8/12,6/17/12,9,2012,2012,Anna Hope McFadden Campbell,Mo Brooks,R,AL-5,"Abu Concession, Botswana",Abu Concession, Botswana, Botswana,3,,,Original,0,0
38,6/9/12,6/17/12,8,2012,2012,Kristyn Vermeesch,Jack Kingston,R,GA-1,"Abu Concession, Botswana",Abu Concession, Botswana, Botswana,3,,,Original,0,0
49,6/8/12,6/17/12,9,2012,2012,Skyla Freeman,Mo Brooks,R,AL-5,"Abu Concession, Botswana",Abu Concession, Botswana, Botswana,3,,,Original,0,0
5,6/9/12,6/17/12,8,2012,2012,Kristyn Vermeesch,Jack Kingston,R,GA-1,"Abu Concession, Botswana",Abu Concession, Botswana, Botswana,3,,,Original,0,0
46,11/4/15,11/15/15,11,2015,2015,Carson Middleton,Joe Pitts,R,PA-16,Botswana,Botswana,Botswana, Botswana,3,,,Original,0,0
18,10/4/16,10/12/16,8,2016,2016,Jim McDermott,Jim McDermott,D,WA-7,Botswana,Botswana,Botswana, Botswana,3,,,Original,0,0
49,9/25/11,9/30/11,5,2011,2011,John Lewis,John Lewis,D,GA-5,"Vancouver, British Columbia",Vancouver, British Columbia,Canada,3,,,Original,0,0
0,9/25/11,9/30/11,5,2011,2011,Michael Collins,John Lewis,D,GA-5,"Vancouver, British Columbia",Vancouver, British Columbia,Canada,3,,,Original,0,0
44,4/8/23,4/15/23,7,2023,2023,Arion Laws,Sara Jacobs,D,CA-51,"Plovdiv, Bulgaria",Plovdiv, Bulgaria, Bulgaria,3,,,Original,0,0
46,6/11/09,6/11/09,0,2009,2009,Ted Poe,Ted Poe,R,TX-2,"Rangoon, Burma",Rangoon, Burma, Burma,3,,,Original,0,0
44,11/24/07,11/26/07,2,2007,2007,Eric Cantor,Eric Cantor,R,VA-7,"Rangoon, Burma",Rangoon, Burma, Burma,3,,,Original,0,0
22,8/5/13,8/12/13,7,2013,2013,F. James Sensenbrenner,F. James Sensenbrenner,R,WI-5,"Muyinga, Burundi",Muyinga, Burundi, Burundi,3,,,Original,0,0
24,8/4/13,8/12/13,8,2013,2013,Mariel Saez,Steny H. Hoyer,D,MD-5,"Muyinga, Burundi",Muyinga, Burundi, Burundi,3,,,Original,0,0
26,8/4/13,8/12/13,8,2013,2013,Mariah Sixkiller,Steny H. Hoyer,D,MD-5,"Muyinga, Burundi",Muyinga, Burundi, Burundi,3,,,Original,0,0
28,8/4/13,8/12/13,8,2013,2013,Daniel Kildee,Dan Kildee,D,MI-5,"Muyinga, Burundi",Muyinga, Burundi, Burundi,3,,,Original,0,0
29,8/5/13,8/12/13,7,2013,2013,F. James Sensenbrenner,F. James Sensenbrenner,R,WI-5,"Gitega, Burundi",Gitega, Burundi, Burundi,3,,,Original,0,0
31,8/4/13,8/12/13,8,2013,2013,Joe Garcia,Joe Garcia,D,FL-26,"Gitega, Burundi",Gitega, Burundi, Burundi,3,,,Amendment,0,0
33,8/4/13,8/12/13,8,2013,2013,Joyce Beatty,Joyce Beatty,D,OH-3,"Gitega, Burundi",Gitega, Burundi, Burundi,3,,,Original,0,0
35,8/4/13,8/12/13,8,2013,2013,Raul Ruiz,Raul Ruiz,D,CA-36,"Gitega, Burundi",Gitega, Burundi, Burundi,3,,,Original,0,0
37,8/4/13,8/12/13,8,2013,2013,Dina Titus,Dina Titus,D,NV-1,"Bujumbura, Burundi",Bujumbura, Burundi, Burundi,3,,,Original,0,0
39,8/4/13,8/12/13,8,2013,2013,Bradley Schneider,Brad Schneider,D,IL-10,"Bujumbura, Burundi",Bujumbura, Burundi, Burundi,3,,,Original,0,0
41,8/4/13,8/12/13,8,2013,2013,Richard M. Nolan,Rick Nolan,D,MN-8,"Bujumbura, Burundi",Bujumbura, Burundi, Burundi,3,,,Original,0,0
43,8/4/13,8/12/13,8,2013,2013,Henry A. Waxman,Henry A. Waxman,D,CA-33,"Bujumbura, Burundi",Bujumbura, Burundi, Burundi,3,,,Original,0,0
18,8/26/23,9/1/23,6,2023,2023,Sean Casten,Sean Casten,D,IL-6,"Orange County, CA; Los Angeles",Orange County, CA; Los Angeles,USA,3,,,Original,0,0
14,4/20/18,4/20/18,0,2018,2018,Carolyn Maloney,Carolyn B. Maloney,D,NY-12,"Stanford, California",Stanford, California,USA,3,,,Original,0,0
38,2/21/19,2/22/19,1,2019,2019,Heather Painter,Conor Lamb,D,PA-17,"Santa Barbara, California",Santa Barbara, California,USA,3,,,Original,0,0
39,2/21/19,2/22/19,1,2019,2019,Kelsey Fetzer,Jack Bergman,R,MI-1,"San Francisco, California",San Francisco, California,USA,3,,,Original,0,0
40,2/21/19,2/22/19,1,2019,2019,Heather Painter,Conor Lamb,D,PA-17,"Monterey, California",Monterey, California,USA,3,,,Original,0,0
45,2/21/19,2/22/19,1,2019,2019,Jason Kanter,Richard E. Neal,D,MA-1,"Monterey, California",Monterey, California,USA,3,,,Original,0,0
10,2/21/19,2/22/19,1,2019,2019,Jared Bass,Nita M. Lowey,D,NY-17,"Monterey, California",Monterey, California,USA,3,,,Original,0,0
38,5/8/08,5/10/08,2,2008,2008,Spencer Bachus,Spencer Bachus,R,AL-6,"Los Angeles, California",Los Angeles, California,USA,3,,,Amendment,0,0
32,4/4/08,4/5/08,1,2008,2008,Michael Collins,John Lewis,D,GA-5,"Los Angelas, California",Los Angelas, California,USA,3,,,Original,0,0
44,5/8/08,5/9/08,1,2008,2008,Jean Schmidt,Jean Schmidt,R,OH-2,"Los Angeles, California",Los Angeles, California,USA,3,,,Original,0,0
45,5/8/08,5/9/08,1,2008,2008,Jean Schmidt,Jean Schmidt,R,OH-2,"Los Angeles, California",Los Angeles, California,USA,3,,,Original,0,0
17,8/22/23,9/1/23,10,2023,2023,Scott Peters,Scott Peters,D,CA-50,"Laguna Niguel, California (San",Laguna Niguel, California (San,USA,3,,,Original,0,0
18,4/18/22,4/25/22,7,2022,2022,John Garamendi,John Garamendi,D,CA-3,"Phnom Penh, Cambodia",Phnom Penh, Cambodia, Cambodia,3,,,Original,0,0
20,4/18/22,4/25/22,7,2022,2022,Julia Letlow,Julia Letlow,R,LA-5,"Phnom Penh, Cambodia",Phnom Penh, Cambodia, Cambodia,3,,,Original,0,0
10,4/17/22,4/26/22,9,2022,2022,Izmira Aitch,Gwen Moore,D,WI-4,"Phnom Penh, Cambodia",Phnom Penh, Cambodia, Cambodia,3,,,Original,0,0
42,8/3/22,8/11/22,8,2022,2022,Marcus Towns,Kevin McCarthy,R,CA-23,"Phnom Penh, Cambodia",Phnom Penh, Cambodia, Cambodia,3,,,Original,0,0
2,8/3/22,8/11/22,8,2022,2022,Marcus Towns,Michael McCaul,R,TX-10,"Phnom Penh, Cambodia",Phnom Penh, Cambodia, Cambodia,3,,,Original,0,0
7,10/1/22,10/5/22,4,2022,2022,Caleb Crosswhite,Glenn Thompson,R,PA-15,"Phnom Penh, Cambodia",Phnom Penh, Cambodia, Cambodia,3,,,Original,0,0
38,10/1/22,10/6/22,5,2022,2022,Daniel Feingold,Austin Scott,R,GA-8,"Phnom Penh, Cambodia",Phnom Penh, Cambodia, Cambodia,3,,,Original,0,0
2,10/1/22,10/6/22,5,2022,2022,Lesly Weber NcNitt,Austin Scott,R,GA-8,"Phnom Penh, Cambodia",Phnom Penh, Cambodia, Cambodia,3,,,Original,0,0
1,10/1/22,10/6/22,5,2022,2022,Riley Pagett,Tracey Mann,R,KS-1,"Phnom Penh, Cambodia",Phnom Penh, Cambodia, Cambodia,3,,,Original,0,0
27,4/7/23,4/14/23,7,2023,2023,Sydney Kamlager-Dove,Sydney Kamlager-Dove,D,CA-37,"Kratie, Cambodia",Kratie, Cambodia, Cambodia,3,,,Amendment,0,0
33,4/6/23,4/15/23,9,2023,2023,H. Morgan Griffith,Morgan Griffith,R,VA-9,"Kratie, Cambodia",Kratie, Cambodia, Cambodia,3,,,Original,0,0
43,4/7/23,4/15/23,8,2023,2023,Lauren Underwood,Lauren Underwood,D,IL-14,"Kratie, Cambodia",Kratie, Cambodia, Cambodia,3,,,Original,0,0
7,1/18/20,1/24/20,6,2020,2020,Evan Hollander,Nita M. Lowey,D,NY-17,Cambridge,Cambridge,Cambridge, Cambridge,3,,,Original,0,0
31,4/12/19,4/19/19,7,2019,2019,Amy Bos,F. James Sensenbrenner,R,WI-5,"Yaounde, Cameroon",Yaounde, Cameroon, Cameroon,3,,,Original,0,0
41,4/13/19,4/19/19,6,2019,2019,Ryan Thompson,Ron Wright,R,TX-6,"Yaounde, Cameroon",Yaounde, Cameroon, Cameroon,3,,,Original,0,0
16,10/23/21,10/28/21,5,2021,2021,Derek Luyten,Gregory W. Meeks,D,NY-5,"Yaounde, Cameroon",Yaounde, Cameroon, Cameroon,3,,,Original,0,0
2,3/21/22,3/27/22,6,2022,2022,Cynthia Buhl,Jim McGovern,D,MA-2,"Yaounde, Cameroon",Yaounde, Cameroon, Cameroon,3,,,Amendment,0,0
4,3/21/22,3/27/22,6,2022,2022,Julian Fleischman,Peter Meijer,R,MI-3,"Yaounde, Cameroon",Yaounde, Cameroon, Cameroon,3,,,Original,0,0
6,3/21/22,3/27/22,6,2022,2022,Kelly Misselwitz,Ilhan Omar,D,MN-5,"Yaounde, Cameroon",Yaounde, Cameroon, Cameroon,3,,,Original,0,0
8,3/21/22,3/27/22,6,2022,2022,Kristin Flukey,Cathy McMorris Rodgers,R,WA-5,"Yaounde, Cameroon",Yaounde, Cameroon, Cameroon,3,,,Original,0,0
12,3/21/22,3/27/22,6,2022,2022,Rachel Madley,Pramila Jayapal,D,WA-7,"Yaounde, Cameroon",Yaounde, Cameroon, Cameroon,3,,,Original,0,0
14,3/21/22,3/27/22,6,2022,2022,Sarah Markley,Michael McCaul,R,TX-10,"Yaounde, Cameroon",Yaounde, Cameroon, Cameroon,3,,,Original,0,0
16,3/21/22,3/27/22,6,2022,2022,Sophie Jones,Sara Jacobs,D,CA-53,"Yaounde, Cameroon",Yaounde, Cameroon, Cameroon,3,,,Original,0,0
12,4/18/22,4/25/22,7,2022,2022,John Garamendi,Pete Aguilar,D,CA-31,"Yaounde, Cameroon",Yaounde, Cameroon, Cameroon,3,,,Original,0,0
15,4/18/22,4/25/22,7,2022,2022,Earl L. Carter,Buddy Carter,R,GA-1,"Yaounde, Cameroon",Yaounde, Cameroon, Cameroon,3,,,Original,0,0
11,4/18/22,4/25/22,7,2022,2022,Julia Letlow,Julia Letlow,R,LA-5,"Yaounde, Cameroon",Yaounde, Cameroon, Cameroon,3,,,Original,0,0
16,4/18/22,4/25/22,7,2022,2022,Ed Case,Ed Case,D,HI-1,"Garoua, Cameroon",Garoua, Cameroon, Cameroon,3,,,Original,0,0
10,8/8/19,8/16/19,8,2019,2019,Michael Cloud,Michael Cloud,R,TX-27,"Montreal, Quebec",Montreal, Quebec, Canada,3,,,Original,0,0
6,3/15/17,3/16/17,1,2017,2017,Kelsey Guyselman,Greg Walden,R,OR-2,"Hyatt Regency, Chesapeake, MD",Hyatt Regency, Chesapeake, USA,3,,,Original,0,0
43,3/11/15,3/14/15,3,2015,2015,Dennis Wirtz,Bill Shuster,R,PA-9,"Denver, Colorado",Denver, Colorado, USA,3,,,Original,0,0
45,3/11/15,3/14/15,3,2015,2015,Tracy Zea,Bill Shuster,R,PA-9,"Beaver Creek, Colorado",Beaver Creek, Colorado, USA,3,,,Original,0,0
18,4/25/11,5/1/11,6,2011,2011,Makeda M. Okolo,Donna M.C. Christensen,D,VI,"San Jose, Cost Rica",San Jose, Cost Rica, Costa Rica,3,,,Original,0,0
31,3/15/14,3/23/14,8,2014,2014,Charles Boustany,Charles Boustany Jr.,R,LA-3,"San Jose, Costa Rica Airport -",San Jose, Costa Rica Airport -, Costa Rica,3,,,Original,0,0
36,3/15/14,3/23/14,8,2014,2014,Mike Quigley,Mike Quigley,D,IL-5,"San Jose, Costa Rica Airport",San Jose, Costa Rica Airport, Costa Rica,3,,,Original,0,0
8,11/10/16,11/13/16,3,2016,2016,Luis V. Gutierrez,Luis V. Gutiérrez,D,IL-4,"Turrialba, Costa Rica",Turrialba, Costa Rica, Costa Rica,3,,,Original,0,0
40,8/7/17,8/9/17,2,2017,2017,Alan Lowenthal,Alan Lowenthal,D,CA-47,"Turrialba, Costa Rica",Turrialba, Costa Rica, Costa Rica,3,,,Original,0,0
17,8/7/17,8/10/17,3,2017,2017,Shane Trimmer,Alan Lowenthal,D,CA-47,"Tortuguero, Costa Rica",Tortuguero, Costa Rica, Costa Rica,3,,,Original,0,0
7,2/19/18,2/24/18,5,2018,2018,Claire Figel,Edward Royce,R,CA-39,"Tortuguero, Costa Rica",Tortuguero, Costa Rica, Costa Rica,3,,,Original,0,0
11,2/19/18,2/24/18,5,2018,2018,Juan Carlos Monje,Edward Royce,R,CA-39,"Tortuguero, Costa Rica",Tortuguero, Costa Rica, Costa Rica,3,,,Original,0,0
27,2/19/18,2/24/18,5,2018,2018,Elizabeth Lopez-Sandoval,Joseph Crowley,D,NY-14,"Tortuguero, Costa Rica",Tortuguero, Costa Rica, Costa Rica,3,,,Original,0,0
46,2/19/18,2/24/18,5,2018,2018,Brandon Batch,Michael McCaul,R,TX-10,"Tortuguero, Costa Rica",Tortuguero, Costa Rica, Costa Rica,3,,,Original,0,0
47,2/19/18,2/24/18,5,2018,2018,Brandon Batch,Michael McCaul,R,TX-10,"Tortuguero, Costa Rica",Tortuguero, Costa Rica, Costa Rica,3,,,Original,0,0
13,7/21/19,7/25/19,4,2019,2019,Tatyana Kalinga,Barbara Lee,D,CA-13,"Tortuguero, Costa Rica",Tortuguero, Costa Rica, Costa Rica,3,,,Original,0,0
2,2/17/20,2/22/20,5,2020,2020,Jay Kronzer,Mark Green,R,TN-7,"Playa Grande, Costa Rica",Playa Grande, Costa Rica, Costa Rica,3,,,Original,0,0
4,2/17/20,2/22/20,5,2020,2020,Sofya Leonova,Daniel Lipinski,D,IL-3,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
14,2/17/20,2/22/20,5,2020,2020,Abbie Sorrendino,Joe Morelle,D,NY-25,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Amendment,0,0
26,2/17/20,2/22/20,5,2020,2020,Mitchell Ryan Rivard,Dan Kildee,D,MI-5,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
31,2/17/20,2/22/20,5,2020,2020,Jesse Von Stein,Don Young,R,AK-1,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
39,2/17/20,2/22/20,5,2020,2020,Christina Ingram,Robert C. Scott,D,VA-3,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
43,2/17/20,2/22/20,5,2020,2020,Mitchell Ryan Rivard,Dan Kildee,D,MI-5,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
45,2/17/20,2/22/20,5,2020,2020,Craig Anderson,Austin Scott,R,GA-8,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
8,7/5/22,7/8/22,3,2022,2022,Eric Swalwell,Eric Swalwell,D,CA-15,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
10,7/5/22,7/8/22,3,2022,2022,David Joyce,Dave Joyce,R,OH-14,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
7,7/5/22,7/8/22,3,2022,2022,David Joyce,Dave Joyce,R,OH-14,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
12,7/5/22,7/8/22,3,2022,2022,David Joyce,Dave Joyce,R,OH-14,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
14,7/5/22,7/8/22,3,2022,2022,Lisa McClain,Lisa McClain,R,MI-10,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
24,7/5/22,7/9/22,4,2022,2022,Rodney Davis,Rodney Davis,R,IL-13,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
29,7/5/22,7/9/22,4,2022,2022,Chris Crawford,Buddy Carter,R,GA-1,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
31,7/3/22,7/9/22,6,2022,2022,Paige Hutchinson,Colin Allred,D,TX-32,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
34,7/5/22,7/9/22,4,2022,2022,Bret Manley,Rodney Davis,R,IL-13,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
35,7/5/22,7/9/22,4,2022,2022,Denna Tauster,Andrew Garbarino,R,NY-2,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
46,7/5/22,7/9/22,4,2022,2022,Andrew R. Garbarino,Andrew Garbarino,R,NY-2,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
3,7/5/22,7/9/22,4,2022,2022,Jose Luis Correa,J. Luis Correa,D,CA-46,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
30,7/3/22,7/9/22,6,2022,2022,Yardena Wolf,Eric Swalwell,D,CA-15,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
19,11/18/22,11/20/22,2,2022,2022,Mark Green,Mark Green,R,TN-7,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
45,12/10/22,12/12/22,2,2022,2022,Raul Ruiz,Raul Ruiz,D,CA-36,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
45,8/2/19,8/11/19,9,2019,2019,Emma Norvell,Gilbert Cisneros,D,CA-39,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
48,8/2/19,8/11/19,9,2019,2019,Matthew Diller,Tom Cole,R,OK-4,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
1,8/2/19,8/11/19,9,2019,2019,Tim Sullivan,Rodney Davis,R,IL-13,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
4,8/2/19,8/11/19,9,2019,2019,Jessica Andrews,Doug Collins,R,GA-9,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
7,8/2/19,8/11/19,9,2019,2019,Julien Relfe,Bradley Byrne,R,AL-1,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
10,8/2/19,8/11/19,9,2019,2019,Trudy Perkins,Elijah E. Cummings,D,MD-7,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
14,8/2/19,8/11/19,9,2019,2019,Christopher MacArthur,John Moolenaar,R,MI-4,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
24,8/2/19,8/11/19,9,2019,2019,Sean O'Brien,Dan Newhouse,R,WA-4,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
29,8/2/19,8/11/19,9,2019,2019,Corey Schrodt,Francis Rooney,R,FL-19,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
35,8/2/19,8/11/19,9,2019,2019,Chonya Marie Davis Johnson,Joyce Beatty,D,OH-3,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
38,8/2/19,8/11/19,9,2019,2019,Erin Meegan,Max Rose,D,NY-11,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
45,12/6/08,12/14/08,8,2008,2008,Rachel Carter,Kay Granger,R,TX-12,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
0,12/6/08,12/14/08,8,2008,2008,Rachel Carter,Kay Granger,R,TX-12,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
37,8/8/10,8/12/10,4,2010,2010,Malgorzata M. Sadowska,"Turner, Michael R.",,OH-0,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
27,8/9/13,8/10/13,1,2013,2013,Emily Estelle Buckman,Brett Guthrie,R,KY-2,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
31,8/9/13,8/10/13,1,2013,2013,Stephen D. Miller,Brett Guthrie,R,KY-2,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
40,8/9/13,8/10/13,1,2013,2013,Elisabeth (Betsy) Wright Hawkings,Andy Barr,R,KY-6,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
48,2/20/09,2/22/09,2,2009,2009,Vernon Simmons,Elijah E. Cummings,D,MD-7,"Liberia, Costa Rica",Liberia, Costa Rica, Costa Rica,3,,,Original,0,0
7,8/14/18,8/16/18,2,2018,2018,James Leuschen,Steny H. Hoyer,D,MD-5,"Las Baulas, Costa Rica",Las Baulas, Costa Rica, Costa Rica,3,,,Original,0,0
46,8/14/18,8/16/18,2,2018,2018,Elise Tollefson,Tom Reed,R,NY-23,"La Selva, Costa Rica",La Selva, Costa Rica, Costa Rica,3,,,Original,0,0
47,8/14/18,8/16/18,2,2018,2018,Eric Lausten,Daniel Lipinski,D,IL-3,"La Selva, Costa Rica",La Selva, Costa Rica, Costa Rica,3,,,Original,0,0
3,8/14/18,8/16/18,2,2018,2018,Elise Tollefson,Tom Reed,R,NY-23,"Iriberia, Costa Rica",Iriberia, Costa Rica, Costa Rica,3,,,Original,0,0
14,8/14/18,8/16/18,2,2018,2018,Eric Gustafson,Bill Flores,R,TX-17,"San Jose, Costa Rica",San Jose, Costa Rica, Costa Rica,3,,,Original,0,0
38,8/14/18,8/16/18,2,2018,2018,Daniel Flores,Robert W. Goodlatte,R,VA-6,"San Jose, Costa Rica",San Jose, Costa Rica, Costa Rica,3,,,Original,0,0
39,8/14/18,8/16/18,2,2018,2018,Amy Shuart,Kevin Brady,R,TX-8,"San Jose, Costa Rica",San Jose, Costa Rica, Costa Rica,3,,,Original,0,0
